URL,Score,Performance,Accessibility,Best Practices,SEO,FCP,LCP,CLS,FID,TBT,SI,Color Contrast,Headings,Image Alts,Link Names,Errors,Inspector Issues,Images Responsive,Image Aspect Ratio,Indexable
"/event/music/pity-party-(girls-club)/75352/",74,65,83,54,92,2741.3,21951.72,0,53,3,6585.45,0,0,1,1,0,0,1,1,1
"/event/music/play-classical-guitar/76037/",73,64,83,54,92,2740.19,23144.43,0,55,5,7287.97,0,0,1,1,0,0,1,1,1
"/event/music/plazapalooza-2026/76543/",73,64,83,54,92,2740.07,25683.58,0,77,50,7258.93,0,0,1,1,0,0,1,1,1
"/event/music/quarters/75751/",73,64,83,54,92,2584.41,24247.4,0,56,10,7383.39,0,0,1,1,0,0,1,1,1
"/event/music/red-hot-chilli-pipers/77458/",73,62,83,54,92,3041.83,27927.2,0,61,11,7599.76,0,0,1,1,0,0,1,1,1
"/event/music/ricardo-montaner%3a-el-%c3%9altimo-regreso-tour/74683/",74,66,83,54,92,2740.53,20945.53,0,71,30,5982.54,0,0,1,1,0,0,1,1,1
"/event/music/riley-green%3a-cowboy-as-it-gets-tour-2026/73239/",73,62,83,54,92,2741.09,25879.73,0,58,8,8715.79,0,0,1,1,0,0,1,1,1
"/event/music/rod-stewart%3a-one-last-time/74681/",73,63,83,54,92,3039.03,27535.76,0,57,8,7376.52,0,0,1,1,0,0,1,1,1
"/event/music/san-juan-on-stage/78060/",73,64,83,54,92,2739.63,26823.71,0,53,3,7200.2,0,0,1,1,0,0,1,1,1
"/event/music/seph-schlueter/77049/",74,66,83,54,92,2740.91,24663.88,0,54,6,5878.49,0,0,1,1,0,0,1,1,1
"/event/music/signature-sounds/76106/",73,62,83,54,92,3049.36,27806.37,0,60,10,7963.08,0,0,1,1,0,0,1,1,1
"/event/music/sister-wives/77191/",73,63,83,54,92,3039.02,27569.67,0,57,7,7206.35,0,0,1,1,0,0,1,1,1
"/event/music/slomosa/75766/",73,63,83,54,92,2739.26,27413.8,0,54,7,7904.11,0,0,1,1,0,0,1,1,1
"/event/music/snow-tha-product-live-at-the-complex/75720/",73,62,83,54,92,3041.26,27647.74,0,59,11,8611.5,0,0,1,1,0,0,1,1,1
"/event/music/southern-hospitality-tour%3a-the-black-crowes-and-whiskey-myers/76946/",73,63,83,54,92,2743.85,27796.48,0,54,4,8153.61,0,0,1,1,0,0,1,1,1
"/event/music/st-george-concert-in-the-park-series-2026/77645/",73,63,83,54,92,2888.52,27688.14,0,52,2,7762.24,0,0,1,1,0,0,1,1,1
"/event/music/stereoscope-open-to-close-(360%c2%ba)/78047/",73,64,83,54,92,2740.44,26595.25,0,75,27,6760.49,0,0,1,1,0,0,1,1,1
"/event/music/string-and-piano-chamber-music-spring-recital/77331/",73,62,83,54,92,3040.33,25925.19,0,88,61,8313.38,0,0,1,1,0,0,1,1,1
"/event/music/string-chamber-music-spring-concert/75378/",73,62,83,54,92,3045.9,27395.88,0,57,10,7877.52,0,0,1,1,0,0,1,1,1
"/event/music/styx-%26-chicago%3a-the-windy-cities-tour/75263/",73,63,83,54,92,3048.77,27602.12,0,57,7,7163.09,0,0,1,1,0,0,1,1,1
"/event/music/sunday-open-mic-in-payson/73578/",73,63,83,54,92,2740.25,24266.47,0,59,15,8467.07,0,0,1,1,0,0,1,1,1
"/event/music/sunday-organ-recitals-on-temple-square/77074/",73,63,83,54,92,2740.84,27461.1,0,59,9,8081.94,0,0,1,1,0,0,1,1,1
"/event/music/swing-into-spring/74046/",74,66,83,54,92,2740.44,25509.17,0,55,5,5802.65,0,0,1,1,0,0,1,1,1
"/event/music/sybarite5/70171/",74,65,83,54,92,2740.41,28026.1,0,53,5,6448.54,0,0,1,1,0,0,1,1,1
"/event/music/symphonic-band/76100/",73,63,83,54,92,2738.85,27423.32,0,52,2,7990.2,0,0,1,1,0,0,1,1,1
"/event/music/symphony-orchestra%3a-concerto-night/75371/",73,63,83,54,92,2739.06,27335.57,0,54,4,8362.68,0,0,1,1,0,0,1,1,1
"/event/music/taylorville-taylor-swift-tribute-band/77981/",73,63,83,54,92,2742.68,27733.22,0,58,8,8328.78,0,0,1,1,0,0,1,1,1
"/event/music/the-afters-utah/72933/",73,63,83,54,92,3040.26,22253.66,0,54,4,7313.58,0,0,1,1,0,0,1,1,1
"/event/music/the-avett-brothers/76500/",73,63,83,54,92,2741.83,27612.59,0,60,10,7978.03,0,0,1,1,0,0,1,1,1
"/event/music/the-belair-lip-bombs-x-dust/75756/",73,62,83,54,92,2738.72,28129.74,0,59,13,10333.22,0,0,1,1,0,0,1,1,1
"/event/music/the-california-honeydrops/76373/",73,64,83,54,92,2739.97,25749.84,0,62,12,6937.59,0,0,1,1,0,0,1,1,1
"/event/music/the-choral-arts-society-of-utah-spring-concert%3a-two-choirs-two-cultures-one-american-story/76363/",73,64,83,54,92,2741.56,22596.1,0,56,10,7048.08,0,0,1,1,0,0,1,1,1
"/event/music/the-dead-south/75260/",73,63,83,54,92,2738.37,27865.96,0,54,4,7860.47,0,0,1,1,0,0,1,1,1
"/event/music/the-devil-wears-prada%3a-flowers-tour/74869/",73,62,83,54,92,3037.73,28018.08,0,53,3,8427.42,0,0,1,1,0,0,1,1,1
"/event/music/the-format/74045/",73,63,83,54,92,2739.6,23350.65,0,55,8,8323.54,0,0,1,1,0,0,1,1,1
"/event/music/the-growlers/76713/",73,63,83,54,92,3039.26,27724.21,0,58,8,7094.01,0,0,1,1,0,0,1,1,1
"/event/music/the-kid-laroi-a-perfect-world-tour/77248/",73,63,83,54,92,2738.12,26597.68,0,54,5,8005.18,0,0,1,1,0,0,1,1,1
"/event/music/the-new-pornographers/76323/",73,62,83,54,92,3039.7,27229.03,0,59,9,8293.47,0,0,1,1,0,0,1,1,1
"/event/music/the-nude-party/73894/",74,65,83,54,92,2740.54,24776.08,0,56,10,6223.94,0,0,1,1,0,0,1,1,1
"/event/music/the-pirates-of-penzance/77524/",73,63,83,54,92,3038.84,25675.1,0,52,4,7074.84,0,0,1,1,0,0,1,1,1
"/event/music/the-redeemer-2026-tour/76786/",73,64,83,54,92,2738.83,25943.74,0,54,4,7103.43,0,0,1,1,0,0,1,1,1
"/event/music/the-return-of-the-carnival-of-sins%3a-m%c3%b6tley-cr%c3%bce/74888/",73,64,83,54,92,3039.79,20307.45,0,53,3,6362.87,0,0,1,1,0,0,1,1,1
"/event/music/the-scratch/75772/",73,63,83,54,92,3039.45,27384.48,0,68,26,7012.4,0,0,1,1,0,0,1,1,1
"/event/music/the-slackers/77482/",73,64,83,54,92,2739.72,26086.9,0,54,4,7551.66,0,0,1,1,0,0,1,1,1
"/event/music/the-wonder-years-live-at-the-complex/75691/",73,64,83,54,92,2582.94,27165.59,0,54,4,7957.93,0,0,1,1,0,0,1,1,1
"/event/music/toto-%2b-christopher-cross-%2b-the-romantics/75642/",73,62,83,54,92,3040.21,27602.06,0,57,7,8535.22,0,0,1,1,0,0,1,1,1
"/event/music/treaty-oak-revival-west-texas-degenerate-tour/75641/",73,62,83,54,92,3040.23,21726.92,0,56,6,8602.9,0,0,1,1,0,0,1,1,1
"/event/music/twilight-in-paris%3a-french-music-for-strings-and-piano/77322/",74,65,83,54,92,2738.06,19272.42,0.01,52,2,6560.14,0,0,1,1,0,0,1,1,1
"/event/music/two-feet-live-at-the-complex/74879/",73,64,83,54,92,2739.26,20953.2,0,59,9,6995.18,0,0,1,1,0,0,1,1,1
"/event/music/ucg-open-mic/75913/",73,63,83,54,92,3039.63,19924.5,0,63,13,6821.64,0,0,1,1,0,0,1,1,1
"/event/music/undertale%3a-the-determination-symphony/78023/",74,65,83,54,92,2739.75,19459.39,0,71,21,6102.65,0,0,1,1,0,0,1,1,1
"/event/music/university-chorale/72249/",74,65,83,54,92,2458.24,21496.02,0,55,5,6803.68,0,0,1,1,0,0,1,1,1
"/event/music/usu-bass-festival/77704/",73,63,83,54,92,2738.27,20801.85,0,55,5,8094.89,0,0,1,1,0,0,1,1,1
"/event/music/usu-big-bands/77803/",74,65,83,54,92,2737.01,20577.4,0,54,4,6683.32,0,0,1,1,0,0,1,1,1
"/event/music/utah-philharmonia-concert/76092/",73,64,83,54,92,2738.59,21111.48,0,53,4,6921.74,0,0,1,1,0,0,1,1,1
"/event/music/utah-pta-battle-of-the-bands/78053/",73,63,83,54,92,2738.22,20450.88,0,53,3,8470.15,0,0,1,1,0,0,1,1,1
"/event/music/uvu-chamber-choir/75382/",73,62,83,54,92,2740.79,20330.83,0,61,9.5,8699.15,0,0,1,1,0,0,1,1,1
"/event/music/uvu-emerald-singers-and-deep-green/75375/",73,64,83,54,92,2737.64,20497.39,0,52,2,6925.4,0,0,1,1,0,0,1,1,1
"/event/music/uvu-jazz-orchestra/75359/",74,65,83,54,92,2739.02,21382.34,0,56,6,6141.82,0,0,1,1,0,0,1,1,1
"/event/music/uvu-wind-symphony-%26-university-band/75387/",73,62,83,54,92,3040.59,19941.93,0,53,3.5,7920.89,0,0,1,1,0,0,1,1,1
"/event/music/velvet-%26-glitter-iconic-theatre-cabaret!/78102/",73,63,83,54,92,2739.26,20646.36,0,54,4,8158.18,0,0,1,1,0,0,1,1,1
"/event/music/vinyl-revival-saturday-spin-off/77176/",73,62,83,54,92,3038.95,20730.06,0,52,2,7852.54,0,0,1,1,0,0,1,1,1
"/event/music/voxtrot/75358/",73,64,83,54,92,2740.25,20574.64,0,54,4,7349.83,0,0,1,1,0,0,1,1,1
"/event/music/wage-war-it-calls-me-by-name-tour/77747/",73,64,83,54,92,2450,21445.74,0,71,30,8741.59,0,0,1,1,0,0,1,1,1
"/event/music/wayne-the-train-hancock/76324/",73,64,83,54,92,3039.52,21042.36,0,55,8,6174.57,0,0,1,1,0,0,1,1,1
"/event/music/we-three/76900/",73,62,83,54,92,3040.62,22313.36,0,59,9,8402.4,0,0,1,1,0,0,1,1,1
"/event/music/west-valley-symphony-spring-concert%3a-american-composers-250th-anniversary-of-the-usa/77177/",73,62,83,54,92,3040.43,20949.97,0,59,9,7751.69,0,0,1,1,0,0,1,1,1
"/event/music/westerman/73201/",73,63,83,54,92,2740.77,21764,0,55,6,8633.51,0,0,1,1,0,0,1,1,1
"/event/music/winyah/75765/",73,64,83,54,92,2738.99,21029.94,0,57,7,7452.04,0,0,1,1,0,0,1,1,1
"/event/music/wolfmother-20th-anniversary-tour/74542/",73,62,83,54,92,3039.74,21769.76,0,58,8,7735.9,0,0,1,1,0,0,1,1,1
"/event/music/yellow-days-live-at-the-complex/74868/",73,62,83,54,92,3039.23,20499.53,0,55,5,7683.13,0,0,1,1,0,0,1,1,1
"/event/music/yellowcard%3a-the-up-up-down-down-tour/77243/",73,62,83,54,92,3039.66,20882.43,0,54,5,7647.74,0,0,1,1,0,0,1,1,1
"/event/music/yetep-the-%c5%b8-tour/78055/",73,62,83,54,92,2740.27,19787.04,0,55,5,9937.01,0,0,1,1,0,0,1,1,1
"/event/music/yungblud%3a-idols-the-world-tour/74680/",73,63,83,54,92,2739.94,20294.09,0,55,6,7897.67,0,0,1,1,0,0,1,1,1
"/event/music/zach-bryan-with-heaven-on-tour/75262/",73,63,83,54,92,2738.79,20549.94,0,58,8,7692.82,0,0,1,1,0,0,1,1,1
"/event/music/zinadelphia/76906/",73,64,83,54,92,2739.4,20465.35,0,54,4,7228.67,0,0,1,1,0,0,1,1,1
"/event/national-forums-symposium-nfs-2026/75478/",75,65,83,58,92,3039.22,20627.22,0.02,53,3,5753.82,0,0,1,1,1,0,1,1,1
"/event/oddities-%26-curiosities-expo/68742/",74,62,83,58,92,2738.23,18145.33,0.01,58,6,8994.16,0,0,1,1,1,0,1,1,1
"/event/outdoor-recreation/2025-winter-bobsled-experience/73910/",73,63,83,54,92,2739.86,20083.84,0,54,6,8238.23,0,0,1,1,0,0,1,1,1
"/event/outdoor-recreation/2026-arbor-day-celebration/76749/",74,66,83,54,92,2738.97,19074.06,0.02,54,4,5958.31,0,0,1,1,0,0,1,1,1
"/event/outdoor-recreation/2026-black-diamond-rodeo/75917/",73,63,83,54,92,2739.52,19584.3,0.02,49,0,8689.91,0,0,1,1,0,0,1,1,1
"/event/outdoor-recreation/2026-moab-easter-jeep-safari/76738/",73,63,83,54,92,3041.88,21112.34,0,63,17,7197.2,0,0,1,1,0,0,1,1,1
"/event/outdoor-recreation/2026-ogden-winter-running-series/76141/",73,61,83,54,92,3336.93,21561.43,0,59,10,7881.25,0,0,1,1,0,0,1,1,1
"/event/outdoor-recreation/antelope-island-marathon-26-2-13-1-10k-5k/75847/",73,64,83,54,92,2739.89,21511.21,0,63,17,6701.52,0,0,1,1,0,0,1,1,1
"/event/outdoor-recreation/aves-sin-fronteras/77809/",73,62,83,54,92,3042.94,21998.2,0,60,10,8440.16,0,0,1,1,0,0,1,1,1
"/event/outdoor-recreation/beaver-canyon-half-marathon-%26-10k/75989/",73,63,83,54,92,2739.09,21822.63,0,58,8,8286.65,0,0,1,1,0,0,1,1,1
"/event/outdoor-recreation/blossom-run-10k-5k-1-mile/76219/",74,65,83,54,92,2740.6,21692.37,0,58,8,6597.69,0,0,1,1,0,0,1,1,1
"/event/outdoor-recreation/box-elder-bash-2026/78031/",73,63,83,54,92,2739.35,18114.63,0,52,2,8018.98,0,0,1,1,0,0,1,1,1
"/event/outdoor-recreation/galactic-egg-hunt/78095/",73,64,83,54,92,2740,19393.54,0,51,1,6679.86,0,0,1,1,0,0,1,1,1
"/event/outdoor-recreation/pc2pg-half-marathon-10k-%26-5k/76232/",73,63,83,54,92,2739.28,20236.48,0,52,2,7727.01,0,0,1,1,0,0,1,1,1
"/event/outdoor-recreation/seven-creeks-walk-series/77879/",73,63,83,54,92,2738,21226.34,0,64,14,7882.48,0,0,1,1,0,0,1,1,1
"/event/outdoor-recreation/sojo-summerfest-5k-%26-kids-run-2026/75986/",73,62,83,54,92,3039.49,21692.14,0,60,8,8109.94,0,0,1,1,0,0,1,1,1
"/event/outdoor-recreation/spring-roundup-rodeo-2026/78068/",72,59,83,54,92,3666.27,23004.25,0,70,22,8978.15,0,0,1,1,0,0,1,1,1
"/event/outdoor-recreation/star-party-%26%238211%3b-eko-adventure-challenge/78030/",73,64,83,54,92,2738.91,20424.78,0,53,3,6818.65,0,0,1,1,0,0,1,1,1
"/event/outdoor-recreation/utah-superbike-round-3/77762/",73,62,83,54,92,2741.26,19573.09,0,218,168,7164.98,0,0,1,1,0,0,1,1,1
"/event/outdoor-recreation/utah-superbike-round-4/77766/",73,63,83,54,92,2742.41,21919.52,0,54,4.5,7605.88,0,0,1,1,0,0,1,1,1
"/event/outdoor-recreation/utah-superbike-round-5/77768/",73,62,83,54,92,2761.69,25498.11,0,58,8,9436.93,0,0,1,1,0,0,1,1,1
"/event/rocky-mountain-gun-show/74728/",74,63,83,58,92,2740.21,21039.43,0.01,51,0.5,8210.75,0,0,1,1,1,0,1,1,1
"/event/salt-lake-home-expo/10003/",74,63,83,58,92,2790.6,21799.75,0.01,56,6,8395.1,0,0,1,1,1,0,1,1,1
"/event/seg-2026-annual-conference/conventions_44424/",74,63,83,58,92,2740.13,20871,0,47,0,7535.62,0,0,1,1,1,0,1,1,1
"/event/shpe-2030-national-convention/conventions_39912/",73,63,79,58,92,2588.44,21042.71,0,48,0,8169.78,0,0,1,1,1,0,1,1,1
"/event/sports-and-outdoors/block-party-on-wheels/77818/",74,65,83,54,92,2739.76,19674.86,0,55,5,6089.9,0,0,1,1,0,0,1,1,1
"/event/sports-and-outdoors/carvana-ppa-tour-greater-zion-cup/76215/",73,63,83,54,92,2742.63,20162.33,0,56,5,8248.59,0,0,1,1,0,0,1,1,1
"/event/sports-and-outdoors/d2-summer-sizzler-2026/77110/",71,55,83,54,92,2620.56,22104.15,0,376,338,9152.88,0,0,1,1,0,0,1,1,1
"/event/sports-and-outdoors/girls-softball/75257/",73,63,83,54,92,2614.71,26739.62,0,62,12,8074.52,0,0,1,1,0,0,1,1,1
"/event/sports-and-outdoors/lgt-world-mens-curling-championship-2026/76698/",74,66,83,54,92,3041.42,22236.94,0,59,9,4881.68,0,0,1,1,0,0,1,1,1
"/event/sports-and-outdoors/ogden-raptors-vs-glacier-range-riders/77630/",74,66,83,54,92,3043.13,21619.16,0,54,4.5,4946.16,0,0,1,1,0,0,1,1,1
"/event/sports-and-outdoors/ogden-raptors-vs-redpocket-mobiles/77602/",73,63,83,54,92,2732.44,21774.93,0,73,42.5,8522.34,0,0,1,1,0,0,1,1,1
"/event/sports-and-outdoors/premier-lacrosse-league/76941/",73,61,83,54,92,2738.97,21569.36,0,125,136.5,8858.89,0,0,1,1,0,0,1,1,1
"/event/sports-and-outdoors/real-monarchs-vs-colorado-rapids-2/77350/",71,53,83,54,92,3079.82,21902.61,0,461,421,7036.89,0,0,1,1,0,0,1,1,1
"/event/sports-and-outdoors/real-monarchs-vs-mnufc2/77361/",73,64,83,54,92,2738.59,22589.6,0,59,9,6769.24,0,0,1,1,0,0,1,1,1
"/event/sports-and-outdoors/real-monarchs-vs-tacoma-defiance/77362/",73,62,83,54,92,3043.24,20488.75,0,53,3,8307.79,0,0,1,1,0,0,1,1,1
"/event/sports-and-outdoors/real-monarchs-vs-timbers2/77344/",74,67,83,54,92,2448.16,22167.55,0.02,58,8,5499.56,0,0,1,1,0,0,1,1,1
"/event/sports-and-outdoors/real-monarchs-vs-timbers2/77354/",73,64,83,54,92,2737.82,18041.73,0,53,2.5,6988.66,0,0,1,1,0,0,1,1,1
"/event/sports-and-outdoors/real-monarchs-vs-whitecaps-fc-2/77358/",73,63,83,54,92,2740.76,22516.1,0,53,3.5,8155.13,0,0,1,1,0,0,1,1,1
"/event/sports-and-outdoors/real-salt-lake-vs-houston/77238/",73,64,83,54,92,2739.76,20491.08,0,78,59,7036,0,0,1,1,0,0,1,1,1
"/event/sports-and-outdoors/real-salt-lake-vs-inter-miami/77234/",73,62,83,54,92,3038.93,20312.55,0,54,4,7807.07,0,0,1,1,0,0,1,1,1
"/event/sports-and-outdoors/real-salt-lake-vs-new-england/77270/",73,63,83,54,92,2887.79,18371.12,0,55,5,7060.27,0,0,1,1,0,0,1,1,1
"/event/sports-and-outdoors/real-salt-lake-vs-nycfc/77267/",74,65,83,54,92,2739.37,20456.99,0,52,2,6619.1,0,0,1,1,0,0,1,1,1
"/event/sports-and-outdoors/real-salt-lake-vs-san-diego/77233/",73,63,83,54,92,2738.54,19170.76,0,54,4.5,7761.74,0,0,1,1,0,0,1,1,1
"/event/sports-and-outdoors/real-salt-lake-vs-san-jose/77275/",73,63,83,54,92,3039.48,20384.86,0,53,3.5,7268.68,0,0,1,1,0,0,1,1,1
"/event/sports-and-outdoors/real-salt-lake-vs-vancouver/77268/",74,65,83,54,92,3041.53,20749.75,0,71,39,5758.73,0,0,1,1,0,0,1,1,1
"/event/sports-and-outdoors/roller-derby-rivalry%e2%80%94lily-vs-jane/77994/",74,66,83,54,92,2741.4,21856.14,0,58,12,5919.74,0,0,1,1,0,0,1,1,1
"/event/sports-and-outdoors/salt-lake-bees-vs-albuquerque-isotopes/77598/",74,66,83,54,92,3041.68,21407.57,0,114,91.5,4656.07,0,0,1,1,0,0,1,1,1
"/event/sports-and-outdoors/salt-lake-bees-vs-oklahoma-city-comets/77622/",73,63,83,54,92,2738.67,20613.41,0,52,3,8411.74,0,0,1,1,0,0,1,1,1
"/event/sports-and-outdoors/salt-lake-bees-vs-sacramento-river-cats/77332/",74,65,83,54,92,3039.71,19010.82,0,77,38,5674.65,0,0,1,1,0,0,1,1,1
"/event/sports-and-outdoors/salt-lake-bees-vs-sugar-land-space-cowboys/77510/",73,64,83,54,92,2739.16,20943.4,0,61,11,7083.4,0,0,1,1,0,0,1,1,1
"/event/sports-and-outdoors/skinny-tire-fall-festival-2026/77030/",73,64,83,54,92,2585.99,19102.39,0,125,78.5,7467.18,0,0,1,1,0,0,1,1,1
"/event/sports-and-outdoors/snowcup/76546/",73,63,83,54,92,2604.89,22854.09,0,60,10,9172.45,0,0,1,1,0,0,1,1,1
"/event/sports-and-outdoors/southern-utah-triathlon/76237/",72,59,83,54,92,3670.31,21938.74,0,58,8,9589.87,0,0,1,1,0,0,1,1,1
"/event/sports-and-outdoors/summer-smash-2026/77108/",74,66,83,54,92,2593.01,19514.25,0,56,6,6010.56,0,0,1,1,0,0,1,1,1
"/event/sports-and-outdoors/utah-grizzlies-vs-allen-americans/71580/",73,62,83,54,92,2902,20840.07,0,101,56.5,8225.34,0,0,1,1,0,0,1,1,1
"/event/sports-and-outdoors/utah-jazz-vs-washington-wizards/71742/",73,64,83,54,92,2738.66,20161.22,0,54,4,7113.93,0,0,1,1,0,0,1,1,1
"/event/sports-and-outdoors/utah-mammoth-vs-washington-capitals/71840/",73,63,83,54,92,3039.52,22598.89,0,54,8,7124.62,0,0,1,1,0,0,1,1,1
"/event/sports-and-outdoors/utah-royals-vs-angel-city-fc/77269/",74,65,83,54,92,3038.63,17935.15,0.02,61,14.5,5959.72,0,0,1,1,0,0,1,1,1
"/event/sports-and-outdoors/utah-royals-vs-bay-fc/77260/",73,62,83,54,92,3040.87,21575.57,0,57,7,8515.97,0,0,1,1,0,0,1,1,1
"/event/sports-and-outdoors/utah-royals-vs-gotham-fc/77250/",73,64,83,54,92,2738.63,20647.81,0,51,1,7381.53,0,0,1,1,0,0,1,1,1
"/event/sports-and-outdoors/utah-royals-vs-houston-dash/77237/",74,65,83,54,92,2739.32,18268.19,0,53,3,6338.16,0,0,1,1,0,0,1,1,1
"/event/sports-and-outdoors/utah-superbike-round-2/76660/",73,63,83,54,92,3038.62,20276,0,55,5,6722.43,0,0,1,1,0,0,1,1,1
"/event/sports-and-outdoors/utahsbk-superbike-round-1/77824/",73,63,83,54,92,3041.1,19792.57,0.02,52,2,7375.15,0,0,1,1,0,0,1,1,1
"/event/spotlight-dance-cup/68743/",74,63,83,58,92,3039.76,13045.53,0.01,54,2,7240.59,0,0,1,1,1,0,1,1,1
"/event/spotlight-dance-cup/75517/",74,62,83,58,92,3039.86,13116.86,0.01,52,1,8291.79,0,0,1,1,1,0,1,1,1
"/event/starfish-monthly-seminar/75444/",74,62,83,58,92,3040.26,12039.12,0.01,55,2.5,7921.3,0,0,1,1,1,0,1,1,1
"/event/sunday-worship-service/75442/",74,63,83,58,92,3040.06,20021.58,0.01,55,4.5,7130.45,0,0,1,1,1,0,1,1,1
"/event/the-goth-market/75429/",75,65,83,58,92,2740.22,17979.59,0.01,62,9,6257.45,0,0,1,1,1,0,1,1,1
"/event/theatre/9-to-5%3a-the-musical/77873/",73,62,83,54,92,2740.87,22438.74,0,58,8,8878.79,0,0,1,1,0,0,1,1,1
"/event/theatre/andrew-lloyd-webbers-school-of-rock%3a-the-musical/77714/",73,63,83,54,92,2740.66,20082.96,0,53,3.5,8206.5,0,0,1,1,0,0,1,1,1
"/event/theatre/arms-around-america/72156/",73,62,83,54,92,3039.52,21198.55,0,61,11,8385.05,0,0,1,1,0,0,1,1,1
"/event/theatre/back-to-the-future-the-musical/70006/",73,64,83,54,92,2738.79,19288.57,0,54,5,7123.41,0,0,1,1,0,0,1,1,1
"/event/theatre/beetlejuice-jr/75600/",73,63,83,54,92,2738.21,20859.2,0,53,3,8337.96,0,0,1,1,0,0,1,1,1
"/event/theatre/beetlejuice/76617/",73,63,83,54,92,3038.32,20212.98,0,52,2,6926.96,0,0,1,1,0,0,1,1,1
"/event/theatre/bfa-new-york-showcase/72267/",73,63,83,54,92,2740.33,20887.74,0,51,1,7855.66,0,0,1,1,0,0,1,1,1
"/event/theatre/brush-theatre-presents%3a-doodle-pop/74675/",73,63,83,54,92,3040.22,21626.43,0,57,7,7256.01,0,0,1,1,0,0,1,1,1
"/event/theatre/buena-vista-social-club/76618/",73,64,83,54,92,2738.1,17960.92,0,54,2,6840.55,0,0,1,1,0,0,1,1,1
"/event/theatre/cabaret/76029/",73,64,83,54,92,2738.19,18069.94,0,53,3,6779.21,0,0,1,1,0,0,1,1,1
"/event/theatre/cinderella/77026/",73,63,83,54,92,3040.56,22324.14,0,55,5,6735.41,0,0,1,1,0,0,1,1,1
"/event/theatre/college-improv-night-at-the-geekery-presented-by-improv-salt-lake/77912/",73,63,83,54,92,2739.08,20652.42,0,53,3,7651.44,0,0,1,1,0,0,1,1,1
"/event/theatre/come-from-away/69902/",73,62,83,54,92,2740.03,19861.46,0,54,4,8956.61,0,0,1,1,0,0,1,1,1
"/event/theatre/come-from-away/76171/",73,63,83,54,92,3040.72,18092.73,0,56,7,6896.48,0,0,1,1,0,0,1,1,1
"/event/theatre/derrick-stroup-live/75727/",73,62,83,54,92,3042.01,21659.97,0,138,136.5,6490.77,0,0,1,1,0,0,1,1,1
"/event/theatre/dirty-rotten-scoundrels/77758/",73,62,83,54,92,3039.68,17116.39,0,62,14.5,7791.17,0,0,1,1,0,0,1,1,1
"/event/theatre/disney%e2%80%99s-beauty-and-the-beast/76616/",73,62,83,54,92,3040.45,21765.49,0,59,7.5,7884.33,0,0,1,1,0,0,1,1,1
"/event/theatre/disneys-frozen%3a-the-broadway-musical/76164/",74,66,83,54,92,3041.41,17903.28,0,72,41.5,5372.6,0,0,1,1,0,0,1,1,1
"/event/theatre/doknow/76709/",73,62,83,54,92,3040.73,21189.31,0,57,7,7778.28,0,0,1,1,0,0,1,1,1
"/event/theatre/dracula-vs-the-mummy-lets-wrap-this-up!/75922/",73,63,83,54,92,3041.7,21485.34,0,54,4,7174.85,0,0,1,1,0,0,1,1,1
"/event/theatre/emma-willmann/74475/",73,64,83,54,92,3040.9,18534.32,0,93,91,6033.51,0,0,1,1,0,0,1,1,1
"/event/theatre/fiddler-on-the-roof/78108/",73,63,83,54,92,2739.78,21747.12,0,52,2,7624.24,0,0,1,1,0,0,1,1,1
"/event/theatre/flightless-bird-live-with-david-farrier-%26-rob-holysz/77222/",73,63,83,54,92,2739.71,20379.34,0,55,5,8036.96,0,0,1,1,0,0,1,1,1
"/event/theatre/forever-plaid/75574/",73,62,83,54,92,3041.07,20394.94,0,64,14.5,8261.66,0,0,1,1,0,0,1,1,1
"/event/theatre/hadestown/67493/",73,63,83,54,92,3041.4,21127.87,0,55,5,6960.23,0,0,1,1,0,0,1,1,1
"/event/theatre/hamlets-son-a-musical-parody!/75920/",73,62,83,54,92,2906.84,27591.02,0,59,9,9008.45,0,0,1,1,0,0,1,1,1
"/event/theatre/harmony/74882/",73,64,83,54,92,2589.36,21069.12,0,61,11,7558.69,0,0,1,1,0,0,1,1,1
"/event/theatre/ismo/72824/",73,64,83,54,92,3039.36,20594.15,0,55,7,6429.28,0,0,1,1,0,0,1,1,1
"/event/theatre/kind-comedy-standup/77848/",73,62,83,54,92,3039.13,20616.81,0,74,27.5,7849.77,0,0,1,1,0,0,1,1,1
"/event/theatre/lerner-%26-loewes-my-fair-lady/74881/",74,65,83,54,92,3039.47,20387.34,0,54,4,5781.3,0,0,1,1,0,0,1,1,1
"/event/theatre/little-women/78116/",73,64,83,54,92,2739.14,18179.17,0,62,12,6906.52,0,0,1,1,0,0,1,1,1
"/event/theatre/love-droids%3a-a-libretto-reading/77102/",73,64,83,54,92,2738.89,17171.09,0,53,1.5,7166.32,0,0,1,1,0,0,1,1,1
"/event/theatre/macbitches-second-studio/72629/",73,64,83,54,92,3039.16,16794.66,0.02,52,1,6040.35,0,0,1,1,0,0,1,1,1
"/event/theatre/martin-amini/74477/",73,63,83,54,92,3045.32,20549.22,0,60,14.5,7500.5,0,0,1,1,0,0,1,1,1
"/event/theatre/murder-ballad-by-julia-jordan-and-juliana-nash/71894/",73,63,83,54,92,2739.63,27952.36,0,62,16,8225.02,0,0,1,1,0,0,1,1,1
"/event/theatre/nikki-glaser%3a-the-stunning-tour/75995/",73,63,83,54,92,3041.44,20505.92,0,54,5,7129.49,0,0,1,1,0,0,1,1,1
