"Address","Content Type","Status Code","Status","Indexability","Indexability Status"
"https://www.visitsaltlake.com/blog/stories/post/spring-skiing-near-salt-lake-trade-sand-for-snow-and-spring-break-on-the-slopes/","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.visitsaltlake.com/blog/stories/post/spring-hiking-in-salt-lake-the-best-trails-conditions-tips/","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.visitsaltlake.com/plan-your-visit/about-salt-lake/podcasts/","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.visitsaltlake.com/press-research/contact/","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.visitsaltlake.com/things-to-do/outdoor-recreation/birdwatching-areas/","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.visitsaltlake.com/things-to-do/skiing-snowboarding/super-pass/","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.visitsaltlake.com/plan-your-visit/trip-ideas-itineraries/family-vacation/","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.visitsaltlake.com/meetings/","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.visitsaltlake.com/restaurants/cuisine-types/breakfast-brunch/","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.visitsaltlake.com/neighborhoods/","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.visitsaltlake.com/salt-lake-city/granary-ballpark/hotels-lodging/","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.visitsaltlake.com/about-us/ctaa-committee/","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.visitsaltlake.com/sports/","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.visitsaltlake.com/midvalley/cottonwood-heights/shopping/","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.visitsaltlake.com/members/member-resources/member-news-archive/","text/html; charset=utf-8","200","OK","Non-Indexable","noindex"
"https://www.visitsaltlake.com/things-to-do/attractions/things-to-do-with-kids/","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.visitsaltlake.com/blog/stories/category/family-fun/5a9dab99cd9d441d5835b2cd/","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.visitsaltlake.com/things-to-do/arts-culture/","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.visitsaltlake.com/midvalley/midvale/bars/","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.visitsaltlake.com/plan-your-visit/about-salt-lake/sustainable-salt-lake/green-members/","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.visitsaltlake.com/west-valley/bars/","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.visitsaltlake.com/things-to-do/tours-experiences/salt-lake-sips-trail/","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.visitsaltlake.com/things-to-do/nightlife-entertainment/gay-bars/","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.visitsaltlake.com/mountain-resorts/big-cottonwood/events/","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.visitsaltlake.com/south-valley/draper/restaurants/","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.visitsaltlake.com/neighborhoods/mountain-resorts/","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.visitsaltlake.com/members/become-a-member/10-reasons-to-become-a-member/","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.visitsaltlake.com/plan-your-visit/community-diversity/asian/","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.visitsaltlake.com/things-to-do/attractions/zoos-gardens/","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.visitsaltlake.com/things-to-do/tours-experiences/salt-lake-arts-culture-pass/","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.visitsaltlake.com/places-to-stay/extended-stay/","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.visitsaltlake.com/salt-lake-city/downtown/events/","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.visitsaltlake.com/things-to-do/sports/professional-sports/","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.visitsaltlake.com/about-us/volunteer-opportunities/","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.visitsaltlake.com/events/holiday-events/","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.visitsaltlake.com/event/2026-millcreek-doxie-derby/77325/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
