"Address","Errors","Warnings","Rich Result Errors","Rich Result Warnings","Rich Result Features","Feature-1","Total Types","Unique Types","Type-1","Indexability","Indexability Status"
"https://www.visitsaltlake.com/things-to-do/attractions/things-to-do-with-kids/","0","0","0","0","0","","0","0","","Indexable",""
"https://www.visitsaltlake.com/blog/stories/category/family-fun/5a9dab99cd9d441d5835b2cd/","0","0","0","0","0","","0","0","","Indexable",""
"https://www.visitsaltlake.com/things-to-do/arts-culture/","0","0","0","0","0","","0","0","","Indexable",""
"https://www.visitsaltlake.com/midvalley/midvale/bars/","0","0","0","0","0","","0","0","","Indexable",""
"https://www.visitsaltlake.com/plan-your-visit/about-salt-lake/sustainable-salt-lake/green-members/","0","0","0","0","0","","0","0","","Indexable",""
"https://www.visitsaltlake.com/west-valley/bars/","0","0","0","0","0","","0","0","","Indexable",""
"https://www.visitsaltlake.com/things-to-do/tours-experiences/salt-lake-sips-trail/","0","0","0","0","0","","0","0","","Indexable",""
"https://www.visitsaltlake.com/things-to-do/nightlife-entertainment/gay-bars/","0","0","0","0","0","","0","0","","Indexable",""
"https://www.visitsaltlake.com/mountain-resorts/big-cottonwood/events/","0","0","0","0","0","","0","0","","Indexable",""
"https://www.visitsaltlake.com/south-valley/draper/restaurants/","0","0","0","0","0","","0","0","","Indexable",""
"https://www.visitsaltlake.com/neighborhoods/mountain-resorts/","0","0","0","0","0","","0","0","","Indexable",""
"https://www.visitsaltlake.com/members/become-a-member/10-reasons-to-become-a-member/","0","0","0","0","0","","0","0","","Indexable",""
"https://www.visitsaltlake.com/plan-your-visit/community-diversity/asian/","0","0","0","0","0","","0","0","","Indexable",""
"https://www.visitsaltlake.com/things-to-do/attractions/zoos-gardens/","0","0","0","0","0","","0","0","","Indexable",""
"https://www.visitsaltlake.com/things-to-do/tours-experiences/salt-lake-arts-culture-pass/","0","0","0","0","0","","0","0","","Indexable",""
"https://www.visitsaltlake.com/places-to-stay/extended-stay/","0","0","0","0","0","","0","0","","Indexable",""
"https://www.visitsaltlake.com/salt-lake-city/downtown/events/","0","0","0","0","0","","0","0","","Indexable",""
"https://www.visitsaltlake.com/things-to-do/sports/professional-sports/","0","0","0","0","0","","0","0","","Indexable",""
"https://www.visitsaltlake.com/about-us/volunteer-opportunities/","0","0","0","0","0","","0","0","","Indexable",""
"https://www.visitsaltlake.com/events/holiday-events/","0","0","0","0","0","","0","0","","Indexable",""
"https://www.visitsaltlake.com/things-to-do/shopping/antiques/","0","0","0","0","0","","0","0","","Indexable",""
"https://www.visitsaltlake.com/things-to-do/shopping/malls/","0","0","0","0","0","","0","0","","Indexable",""
"https://www.visitsaltlake.com/plan-your-visit/transportation/airports-airlines/","0","0","0","0","0","","0","0","","Indexable",""
"https://www.visitsaltlake.com/restaurants/cuisine-types/german/","0","0","0","0","0","","0","0","","Indexable",""
