"Address","Occurrences","H2-1","H2-1 Length","H2-2","H2-2 Length","Indexability","Indexability Status"
"https://www.visitsaltlake.com/salt-lake-city/granary-ballpark/","11","Stop by R&R BBQ for fall-off-the-bone brisket","45","Bars","4","Indexable",""
"https://www.visitsaltlake.com/press-research/","9","Facts & Info","12","Awards & Rankings","17","Indexable",""
"https://www.visitsaltlake.com/plan-your-visit/transportation/","10","Getting where you need to go is as easy as hopping on a light-rail car or city bus.","83","Public Transportation","21","Indexable",""
"https://www.visitsaltlake.com/salt-lake-city/central-city/hotels-lodging/","5","Hotels & Lodging","16","The Salt Lake Scene","19","Indexable",""
"https://www.visitsaltlake.com/things-to-do/outdoor-recreation/state-national-parks/utah-state-parks/","4","Arches National Park","20","Visitors Guide","14","Indexable",""
"https://www.visitsaltlake.com/plan-your-visit/community-diversity/lgbtq/lgbtq-community-resources/","6","Salt Lake Pride Festival","24","LGBTQ Resources","15","Indexable",""
"https://www.visitsaltlake.com/plan-your-visit/about-salt-lake/community-resources/","4","Downtown Salt Lake","18","Visitors Guide","14","Indexable",""
"https://www.visitsaltlake.com/restaurants/cuisine-types/seafood/","4","Seafood","7","Visitors Guide","14","Indexable",""
"https://www.visitsaltlake.com/mountain-resorts/little-cottonwood/restaurants/","6","Dining with a View at The Summit","32","The Salt Lake Scene","19","Indexable",""
"https://www.visitsaltlake.com/events/submit-events/","14","There's Always Fun Things to Do in Salt Lake","44","Now Playing Utah","16","Indexable",""
"https://www.visitsaltlake.com/mountain-resorts/little-cottonwood/events/","6","Oktoberfest at Snowbird","23","The Salt Lake Scene","19","Indexable",""
"https://www.visitsaltlake.com/things-to-do/skiing-snowboarding/ski-rentals/","12","Ski 'N See Helps You Win at Ski Vacations","41","How to Get Your Gear from Point A to Point B","44","Indexable",""
"https://www.visitsaltlake.com/places-to-stay/campgrounds-rv-parks/","7","Camping in the Wasatch","22","Camping in Millcreek Canyon","27","Indexable",""
"https://www.visitsaltlake.com/south-valley/sandy/hotels-lodging/","5","Hotels & Lodging","16","The Salt Lake Scene","19","Indexable",""
"https://www.visitsaltlake.com/things-to-do/outdoor-recreation/winter-activities/ice-skating/","4","Ice Skating","11","Visitors Guide","14","Indexable",""
"https://www.visitsaltlake.com/members/member-resources/sign-up-for-email-newsletters/","3","Visitors Guide","14","Newsletter Sign Up","18","Non-Indexable","noindex"
"https://www.visitsaltlake.com/things-to-do/skiing-snowboarding/","22","Salt Lake Ski Super Pass","24","Salt Lake","9","Indexable",""
"https://www.visitsaltlake.com/salt-lake-city/airport-fairgrounds/bars/","5","Bars","4","The Salt Lake Scene","19","Indexable",""
"https://www.visitsaltlake.com/south-valley/draper/shopping/","5","Shopping","8","The Salt Lake Scene","19","Indexable",""
"https://www.visitsaltlake.com/midvalley/millcreek/","12","Momentum Indoor Climbing Millcreek","34","Restaurants","11","Indexable",""
"https://www.visitsaltlake.com/places-to-stay/hostels-universities/","6","Hotels & Lodging","16","Experience Salt Lake’s Hotel Scene","34","Indexable",""
"https://www.visitsaltlake.com/salt-lake-city/university-foothill/bars/","5","Fisher Brewing","14","The Salt Lake Scene","19","Indexable",""
"https://www.visitsaltlake.com/blog/stories/category/meetings-%26-conventions/5a9dab99cd9d441d5835b2d3/","4","Be in-the-know on all things salt lake","38","Visitors Guide","14","Indexable",""
"https://www.visitsaltlake.com/events/free-events/","4","Explore Salt Lake's free art, music, and fashion shows during the Gallery Stroll","80","Visitors Guide","14","Indexable",""
"https://www.visitsaltlake.com/restaurants/distilleries/","6","Local Whiskey Tasting","21","Salt Lake Sips Trail","20","Indexable",""
"https://www.visitsaltlake.com/things-to-do/outdoor-recreation/biking/cycling-the-city-nearby-canyons/","12","Mountain Biking in the Wasatch","30","Attractions","11","Indexable",""
"https://www.visitsaltlake.com/things-to-do/outdoor-recreation/scenic-drives/","4","Guardsman Pass","14","Visitors Guide","14","Indexable",""
"https://www.visitsaltlake.com/plan-your-visit/trip-ideas-itineraries/a-western-weekend/","22","Day 1: Skiing, Bull Riding, Swing Dancing & More!","49","Skiing (or riding) the Salt Lake Slopes","39","Indexable",""
"https://www.visitsaltlake.com/things-to-do/skiing-snowboarding/transportation/","16","All Aboard the Ski Bus","22","How to Use the Ski Bus","22","Indexable",""
"https://www.visitsaltlake.com/salt-lake-city/sugar-house/restaurants/","5","Sugar House","11","The Salt Lake Scene","19","Indexable",""
"https://www.visitsaltlake.com/restaurants/breweries-microbreweries/","4","Gracie's in Salt Lake","21","Visitors Guide","14","Indexable",""
"https://www.visitsaltlake.com/midvalley/cottonwood-heights/restaurants/","5","Nachos and Beer at Porcupine Pub and Grille","43","The Salt Lake Scene","19","Indexable",""
"https://www.visitsaltlake.com/things-to-do/outdoor-recreation/hiking/","7","Hiking","6","City Accessible Trailheads","26","Indexable",""
"https://www.visitsaltlake.com/about-us/green-meeting-standards/","5","Silicon Slopes Summit in Salt Lake","34","Salt Lake City’s Best Urban Hiking Trails","41","Indexable",""
"https://www.visitsaltlake.com/salt-lake-city/avenues-capitol-hill/hotels-lodging/","5","The Inn on the Hill","19","The Salt Lake Scene","19","Indexable",""
"https://www.visitsaltlake.com/neighborhoods/southwest-valley/","16","Jordan River Parkway","20","Restaurants","11","Indexable",""
"https://www.visitsaltlake.com/plan-your-visit/community-diversity/pacific-islander/","7","Iuni W. Wolfgramm Tuaimei’uta of South Pacific Island Art","57","Food & Drink","12","Indexable",""
"https://www.visitsaltlake.com/restaurants/cuisine-types/indian/","4","Indian","6","Visitors Guide","14","Indexable",""
"https://www.visitsaltlake.com/salt-lake-city/granary-ballpark/events/","5","Salt Lake Bees Stadium","22","The Salt Lake Scene","19","Indexable",""
"https://www.visitsaltlake.com/south-valley/sandy/shopping/","5","Shopping","8","The Salt Lake Scene","19","Indexable",""
"https://www.visitsaltlake.com/about-us/brand-guidelines/","5","Downtown Salt Lake","18","Salt Lake City’s Best Urban Hiking Trails","41","Indexable",""
"https://www.visitsaltlake.com/blog/stories/category/things-to-do/5bca146a11f2ef203ebb4f29/","4","Be in-the-know on all things salt lake","38","Visitors Guide","14","Indexable",""
"https://www.visitsaltlake.com/things-to-do/outdoor-recreation/adventure-sports/","4","ATV Riding at Snowbird","22","Visitors Guide","14","Indexable",""
"https://www.visitsaltlake.com/salt-lake-city/avenues-capitol-hill/events/","5","Take in a play at Salt Lake Acting Company","42","The Salt Lake Scene","19","Indexable",""
"https://www.visitsaltlake.com/blog/stories/","4","Be in-the-know on all things salt lake","38","Visitors Guide","14","Indexable",""
"https://www.visitsaltlake.com/restaurants/cuisine-types/italian/","4","Italian","7","Visitors Guide","14","Indexable",""
"https://www.visitsaltlake.com/things-to-do/outdoor-recreation/recreation-centers/","4","Momentum Sandy Rock Climbing","28","Visitors Guide","14","Indexable",""
"https://www.visitsaltlake.com/blog/stories/post/where-to-eat-in-salt-lake/","19","","0","New and Notable","15","Indexable",""
"https://www.visitsaltlake.com/things-to-do/attractions/historic-sites/","6","Explore Utah's history at This is The Place Heritage Park","57","This is the Place Heritage Park","31","Indexable",""
"https://www.visitsaltlake.com/midvalley/cottonwood-heights/events/","5","Always Something Fun To Do In America's Mountain City","53","The Salt Lake Scene","19","Indexable",""
"https://www.visitsaltlake.com/salt-lake-city/downtown/","11","Downtown Salt Lake is Buzzing","29","Restaurants","11","Indexable",""
"https://www.visitsaltlake.com/midvalley/midvale/restaurants/","5","Don't miss the old school food at Bohemian Brewery","50","The Salt Lake Scene","19","Indexable",""
"https://www.visitsaltlake.com/midvalley/south-salt-lake/hotels-lodging/","5","Hotels & Lodging","16","The Salt Lake Scene","19","Indexable",""
"https://www.visitsaltlake.com/places-to-stay/bed-breakfasts-inns/","7","The Inn on the Hill","19","Experience Salt Lake’s Hotel Scene","34","Indexable",""
"https://www.visitsaltlake.com/southwest-valley/hotels-lodging/","5","Relax and unwind at the Holiday Inn South Jordan","48","The Salt Lake Scene","19","Indexable",""
"https://www.visitsaltlake.com/blog/","24","Be in-the-know on all things salt lake","38","Best Time for a Ski Vacation in Salt Lake: Travel Tips and Peak Slope Conditions","80","Indexable",""
"https://www.visitsaltlake.com/plan-your-visit/trip-ideas-itineraries/a-quick-guide-to-fun-in-salt-lake/","18","Salt Lake City is for Lovers","28","Near Downtown","13","Indexable",""
"https://www.visitsaltlake.com/salt-lake-city/granary-ballpark/shopping/","4","Shopping","8","Visitors Guide","14","Indexable",""
"https://www.visitsaltlake.com/things-to-do/skiing-snowboarding/ski-resorts/alta-ski-area/lodging-near-alta-ski-area/","10","Buy Your Salt Lake Ski Super Pass","33","Ski Resorts","11","Indexable",""
"https://www.visitsaltlake.com/salt-lake-city/sugar-house/hotels-lodging/","5","Hotels & Lodging","16","The Salt Lake Scene","19","Indexable",""
"https://www.visitsaltlake.com/mountain-resorts/little-cottonwood/","23","Play, Stay, and Dine Little Cottonwood Canyon","45","Hike in Summer, Ski in Winter, Play Year-Round","46","Indexable",""
"https://www.visitsaltlake.com/things-to-do/skiing-snowboarding/ski-resorts/snowbird/snowbird-lift-tickets-and-passes/","15","Snowbird Ski Resort Lift Ticket Types","37","Salt Lake Ski Super Pass","24","Indexable",""
"https://www.visitsaltlake.com/places-to-stay/special-package-deals/super-pass-hotels/","13","Get a Ski Super Pass","20","SKI MORE. NO BLACKOUTS. RENTAL DISCOUNTS.","41","Indexable",""
"https://www.visitsaltlake.com/things-to-do/nightlife-entertainment/social-activities/","4","Big City Bowl","13","Visitors Guide","14","Indexable",""
"https://www.visitsaltlake.com/events/annual-events/","27","Oktoberfest at Snowbird","23","Salt Lake Winter Roundup","24","Indexable",""
"https://www.visitsaltlake.com/midvalley/midvale/events/","5","There's Always Fun Things to Do in Salt Lake","44","The Salt Lake Scene","19","Indexable",""
"https://www.visitsaltlake.com/midvalley/holladay-murray/restaurants/","5","Restaurants","11","The Salt Lake Scene","19","Indexable",""
"https://www.visitsaltlake.com/members/member-events/visitor-experience-exchange/thank-you/","6","Switzerland Field Lab","21","Switzerland Field Lab","21","Non-Indexable","noindex"
"https://www.visitsaltlake.com/things-to-do/shopping/farmers-markets/","4","Farmers’ Markets","16","Visitors Guide","14","Indexable",""
"https://www.visitsaltlake.com/film/","9","Contacts","8","Resources","9","Indexable",""
"https://www.visitsaltlake.com/restaurants/cuisine-types/japanese/","4","Japanese","8","Visitors Guide","14","Indexable",""
"https://www.visitsaltlake.com/midvalley/midvale/","11","Midvale","7","Bars","4","Indexable",""
"https://www.visitsaltlake.com/places-to-stay/resorts/","4","Solitude Mountain Resort Accommodations","39","Visitors Guide","14","Indexable",""
"https://www.visitsaltlake.com/press-research/photos-videos/","4","Murals at The Gateway","21","Visitors Guide","14","Indexable",""
"https://www.visitsaltlake.com/blog/stories/post/spring-festivals-in-salt-lake/","9","","0","Spring Festivals: From Flowers to Non-Stop Parties","50","Indexable",""
"https://www.visitsaltlake.com/plan-your-visit/trip-ideas-itineraries/downtown-salt-lake/","17","Day 1: Downtown Exploration","27","Breakfast at The Rose Establishment","35","Indexable",""
"https://www.visitsaltlake.com/plan-your-visit/trip-ideas-itineraries/salt-lake-and-beyond/","24","Day 1: Salt Lake City Essentials","32","Evening: Historic Temple Square","31","Indexable",""
"https://www.visitsaltlake.com/midvalley/holladay-murray/","13","Holladay / Murray","17","Restaurants","11","Indexable",""
"https://www.visitsaltlake.com/southwest-valley/bars/","5","Bars","4","The Salt Lake Scene","19","Indexable",""
"https://www.visitsaltlake.com/things-to-do/skiing-snowboarding/ski-resorts/alta-ski-area/lift-tickets-and-passes-for-alta/","15","Alta Ski Area Lift Ticket Types","31","Salt Lake Ski Super Pass","24","Indexable",""
"https://www.visitsaltlake.com/events/festivals-special-events/","4","Utah Arts Festival","18","Visitors Guide","14","Indexable",""
"https://www.visitsaltlake.com/plan-your-visit/","13","","0","Trip Ideas & Itineraries","24","Indexable",""
"https://www.visitsaltlake.com/things-to-do/attractions/amusement-parks-water-parks/","4","Cowabunga Bay Water Park","24","Visitors Guide","14","Indexable",""
"https://www.visitsaltlake.com/restaurants/cuisine-types/vegan-vegetarian/","5","Vegan / Vegetarian","18","The Ultimate Dining Guide to Vegan and Vegetarian Dining in Salt Lake","69","Indexable",""
"https://www.visitsaltlake.com/things-to-do/skiing-snowboarding/snow-reports-conditions/","18","Current Road Conditions","23","Getting up the Canyons Safely","29","Indexable",""
"https://www.visitsaltlake.com/mountain-resorts/big-cottonwood/hotels-lodging/","5","Solitude Mountain Resort Accommodations","39","The Salt Lake Scene","19","Indexable",""
"https://www.visitsaltlake.com/things-to-do/outdoor-recreation/city-local-parks/","4","Sugarhouse Park","15","Visitors Guide","14","Indexable",""
"https://www.visitsaltlake.com/events/sports-outdoors/","14","Tour of Utah","12","Hockey","6","Indexable",""
"https://www.visitsaltlake.com/events/kids-families/","18","Satisfy Curiosity at The Discovery Gateway Children's Museum","60","Events for Kids and Families in Salt Lake","41","Indexable",""
"https://www.visitsaltlake.com/things-to-do/tours-experiences/guided-tours-services/","5","Local Whiskey Tasting","21","Featured Tours","14","Indexable",""
"https://www.visitsaltlake.com/things-to-do/shopping/","4","The Gateway","11","Visitors Guide","14","Indexable",""
"https://www.visitsaltlake.com/restaurants/romantic/","4","Romantic","8","Visitors Guide","14","Indexable",""
"https://www.visitsaltlake.com/salt-lake-city/airport-fairgrounds/events/","5","Utah State Fair midway at night","31","The Salt Lake Scene","19","Indexable",""
"https://www.visitsaltlake.com/things-to-do/wellness/yoga/","4","Yoga","4","Visitors Guide","14","Indexable",""
"https://www.visitsaltlake.com/salt-lake-city/downtown/bars/","5","Salt Lake's Bar Scene","21","The Salt Lake Scene","19","Indexable",""
"https://www.visitsaltlake.com/things-to-do/skiing-snowboarding/ski-resorts/snowbird/snowbird-trail-map/","9","Ski Resorts","11","Resort Maps","11","Indexable",""
"https://www.visitsaltlake.com/things-to-do/attractions/olympic-venues/","18","Ski Jumping at Utah Olympic Park","32","UTAH OLYMPIC PARK","17","Indexable",""
"https://www.visitsaltlake.com/press-research/awards-rankings/","3","Visitors Guide","14","Newsletter Sign Up","18","Indexable",""
"https://www.visitsaltlake.com/restaurants/cuisine-types/buffet/","4","Buffet","6","Visitors Guide","14","Indexable",""
"https://www.visitsaltlake.com/salt-lake-city/downtown/shopping/","5","Shopping at City Creek Center","29","The Salt Lake Scene","19","Indexable",""
"https://www.visitsaltlake.com/things-to-do/shopping/gifts-clothing-retail/","4","City Creek Center","17","Visitors Guide","14","Indexable",""
"https://www.visitsaltlake.com/plan-your-visit/community-diversity/accessibility/wheelchair-accessible-businesses/","7","Wasatch Adaptive Sports","23","Art Access: Uplifting Artists With Disabilities","47","Indexable",""
"https://www.visitsaltlake.com/mountain-resorts/big-cottonwood/","20","Play, Stay, and Dine in Big Cottonwood Canyon","45","The Scenic Drive Along Big Cottonwood Canyon Road","49","Indexable",""
"https://www.visitsaltlake.com/salt-lake-city/avenues-capitol-hill/","15","Chow Down at Avenues Bistro on Third","36","Restaurants","11","Indexable",""
"https://www.visitsaltlake.com/mountain-resorts/little-cottonwood/bars/","6","Friends Drinking at Snowbird Tram Deck After Skiing","51","The Salt Lake Scene","19","Indexable",""
"https://www.visitsaltlake.com/plan-your-visit/trip-ideas-itineraries/must-do/","15","The Gateway","11","Must-do’s if you have kids (or you’re in touch with your inner kid)","67","Indexable",""
"https://www.visitsaltlake.com/blog/stories/category/neighborhoods/5bce088111f2ef203ebcaf45/","4","Be in-the-know on all things salt lake","38","Visitors Guide","14","Indexable",""
"https://www.visitsaltlake.com/salt-lake-city/central-city/shopping/","5","Trolley Square at Night","23","The Salt Lake Scene","19","Indexable",""
"https://www.visitsaltlake.com/restaurants/cuisine-types/pho-vietnamese/","4","Pho & Vietnamese","16","Visitors Guide","14","Indexable",""
"https://www.visitsaltlake.com/plan-your-visit/trip-ideas-itineraries/where-the-locals-go/","23","Day 1: Discovering Local Favorites in Town","42","Breakfast: Publik Kitchen","25","Indexable",""
"https://www.visitsaltlake.com/things-to-do/outdoor-recreation/fishing-wildlife/","4","Fly Fishing","11","Visitors Guide","14","Indexable",""
"https://www.visitsaltlake.com/members/member-events/member-portal-trainings/","6","Become a Member","15","Member Resources","16","Non-Indexable","noindex"
"https://www.visitsaltlake.com/west-valley/events/","5","Post Malone at USANA Ampitheatre","32","The Salt Lake Scene","19","Indexable",""
"https://www.visitsaltlake.com/mountain-resorts/big-cottonwood/restaurants/","5","Eating out on the Deck at Silver Fork Lodge & Restaurant","56","The Salt Lake Scene","19","Indexable",""
"https://www.visitsaltlake.com/plan-your-visit/packages-deals/discount-passport/","16","Sign-up Now and Save!","21","Ski Super Pass","14","Indexable",""
"https://www.visitsaltlake.com/places-to-stay/hotels/luxury/","4","Luxury","6","Visitors Guide","14","Indexable",""
"https://www.visitsaltlake.com/salt-lake-city/university-foothill/events/","5","Concert at Red Butte Garden","27","The Salt Lake Scene","19","Indexable",""
"https://www.visitsaltlake.com/plan-your-visit/trip-ideas-itineraries/romantic-getaway/","9","Romantic Getaway","16","Day 1: Check in","15","Indexable",""
"https://www.visitsaltlake.com/restaurants/coffee-shops/","4","Coffee at Publik Coffee Roasters","32","Visitors Guide","14","Indexable",""
"https://www.visitsaltlake.com/things-to-do/attractions/genealogy/familysearch-library/","6","Classes at the Family History Library","37","Discover Your Passion for Genealogy at the FamilySearch Library","63","Indexable",""
"https://www.visitsaltlake.com/restaurants/food-trucks/","3","Visitors Guide","14","Newsletter Sign Up","18","Indexable",""
"https://www.visitsaltlake.com/salt-lake-city/sugar-house/","11","Raunch Records in Sugar House","29","Bars","4","Indexable",""
"https://www.visitsaltlake.com/neighborhoods/west-valley/","15","Utah Grizzlies Hockey","21","Restaurants","11","Indexable",""
"https://www.visitsaltlake.com/about-us/sponsorship-request/","4","Downtown Salt Lake","18","Visitors Guide","14","Indexable",""
"https://www.visitsaltlake.com/things-to-do/skiing-snowboarding/ski-resorts/brighton-resort/brighton-ski-passes-lift-tickets/","15","Brighton Lift Ticket Types","26","Salt Lake Ski Super Pass","24","Indexable",""
"https://www.visitsaltlake.com/southwest-valley/events/","5","Concert at The Depot","20","The Salt Lake Scene","19","Indexable",""
"https://www.visitsaltlake.com/members/member-events/quarterly-luncheons/","9","Year in Review","14","Outlook Luncheon","16","Non-Indexable","noindex"
"https://www.visitsaltlake.com/restaurants/cuisine-types/bbq/","4","BBQ","3","Visitors Guide","14","Indexable",""
"https://www.visitsaltlake.com/about-us/board-of-directors/","5","Salt Lake Visitors Center in the Salt Palace","44","Salt Lake City’s Best Urban Hiking Trails","41","Indexable",""
"https://www.visitsaltlake.com/travel-trade/","12","Travel Trade Tool Kit","21","Services","8","Indexable",""
"https://www.visitsaltlake.com/blog/stories/category/restaurants-%26-bars/5a9dab99cd9d441d5835b2d1/","4","Be in-the-know on all things salt lake","38","Visitors Guide","14","Indexable",""
"https://www.visitsaltlake.com/plan-your-visit/trip-ideas-itineraries/the-great-salt-lake-region/","24","Day 1: Explore Antelope Island","30","Morning: Antelope Island","24","Indexable",""
"https://www.visitsaltlake.com/restaurants/cuisine-types/pizza/","4","Pizza","5","Visitors Guide","14","Indexable",""
"https://www.visitsaltlake.com/salt-lake-city/central-city/events/","5","From Galleries to Events Centers, Find Events in Central City","61","The Salt Lake Scene","19","Indexable",""
"https://www.visitsaltlake.com/mountain-resorts/little-cottonwood/hotels-lodging/","6","Snowbird, Cliff Lodge","21","The Salt Lake Scene","19","Indexable",""
"https://www.visitsaltlake.com/things-to-do/skiing-snowboarding/ski-resorts/alta-ski-area/alta-trail-map/","9","Ski Resorts","11","Resort Maps","11","Indexable",""
"https://www.visitsaltlake.com/restaurants/outdoor-seating/","4","Outdoor Seating","15","Visitors Guide","14","Indexable",""
"https://www.visitsaltlake.com/things-to-do/skiing-snowboarding/ski-resorts/","20","9 Ski Resorts Within An Hour Of Salt Lake","41","Other Resorts within an Hour","28","Indexable",""
"https://www.visitsaltlake.com/restaurants/cuisine-types/sushi/","4","Sushi","5","Visitors Guide","14","Indexable",""
"https://www.visitsaltlake.com/midvalley/holladay-murray/shopping/","5","Shopping","8","The Salt Lake Scene","19","Indexable",""
"https://www.visitsaltlake.com/neighborhoods/salt-lake-city/","12","Downtown Salt Lake","18","Salt Lake City","14","Indexable",""
"https://www.visitsaltlake.com/places-to-stay/special-package-deals/","4","Hiking in Big Cottonwood Canyon","31","Visitors Guide","14","Non-Indexable","noindex"
"https://www.visitsaltlake.com/press-research/local-media/","6","West of Conventional Mural Tour","31","Media Contacts","14","Indexable",""
"https://www.visitsaltlake.com/salt-lake-city/university-foothill/hotels-lodging/","5","Hotels & Lodging","16","The Salt Lake Scene","19","Indexable",""
"https://www.visitsaltlake.com/plan-your-visit/transportation/parking/","9","Parking","7","Downtown","8","Indexable",""
"https://www.visitsaltlake.com/plan-your-visit/trip-ideas-itineraries/summer-outdoor-adventure/","20","Day 1: Hiking and Tram Ride","27","Breakfast: Eggs in the City","27","Indexable",""
"https://www.visitsaltlake.com/about-us/awards/","6","Attendees at the Salt Palace Convention Center","46","Awards & Rankings","17","Indexable",""
"https://www.visitsaltlake.com/blog/stories/post/spring-skiing-near-salt-lake-trade-sand-for-snow-and-spring-break-on-the-slopes/","14","","0","Why Spring Skiing in Salt Lake Is the Season’s Best-Kept Secret","63","Indexable",""
"https://www.visitsaltlake.com/blog/stories/post/spring-hiking-in-salt-lake-the-best-trails-conditions-tips/","8","","0","The Best Spring Hikes in Salt Lake","34","Indexable",""
"https://www.visitsaltlake.com/plan-your-visit/about-salt-lake/podcasts/","6","Mighty Main Street - Podcast stories from Around Utah","53","Mighty Main Street","18","Indexable",""
"https://www.visitsaltlake.com/press-research/contact/","5","Media Contacts","14","","0","Indexable",""
"https://www.visitsaltlake.com/things-to-do/outdoor-recreation/birdwatching-areas/","5","The Great Salt Lake","19","Pelicans Return to the Great Salt Lake","38","Indexable",""
"https://www.visitsaltlake.com/things-to-do/skiing-snowboarding/super-pass/","24","Buy Your Salt Lake Ski Super Pass","33","FULL ACCESS TO UTAH'S BEST LIFTS","32","Indexable",""
"https://www.visitsaltlake.com/plan-your-visit/trip-ideas-itineraries/family-vacation/","6","Family Vacation","15","Family-Friendly Things to Do","28","Indexable",""
"https://www.visitsaltlake.com/meetings/","19","Where open minds and unconventional ideas take flight.","54","Request a Meeting Planner Guide","31","Indexable",""
"https://www.visitsaltlake.com/restaurants/cuisine-types/breakfast-brunch/","4","Breakfast","9","Visitors Guide","14","Indexable",""
"https://www.visitsaltlake.com/neighborhoods/","11","Salt Lake City","14","Downtown","8","Indexable",""
"https://www.visitsaltlake.com/salt-lake-city/granary-ballpark/hotels-lodging/","5","Hotels & Lodging","16","The Salt Lake Scene","19","Indexable",""
"https://www.visitsaltlake.com/about-us/ctaa-committee/","4","Salt Lake City’s Best Urban Hiking Trails","41","Visitors Guide","14","Indexable",""
"https://www.visitsaltlake.com/sports/","17","Why Salt Lake?","14","Services","8","Indexable",""
"https://www.visitsaltlake.com/midvalley/cottonwood-heights/shopping/","5","Shopping","8","The Salt Lake Scene","19","Indexable",""
"https://www.visitsaltlake.com/members/member-resources/member-news-archive/","7","2021","4","2020","4","Non-Indexable","noindex"
"https://www.visitsaltlake.com/things-to-do/attractions/things-to-do-with-kids/","14","Experience Utah's Hogle Zoo","27","Salt Lake Attractions Passes","28","Indexable",""
