"Address","Content Type","Status Code","Status","HTTP Version","Indexability","Indexability Status","Canonical Link Element 1","Meta Robots 1","X-Robots-Tag 1"
"https://www.visitsaltlake.com/blog/stories/post/spring-festivals-in-salt-lake/","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://www.visitsaltlake.com/blog/stories/post/spring-festivals-in-salt-lake/","",""
"https://www.visitsaltlake.com/plan-your-visit/trip-ideas-itineraries/downtown-salt-lake/","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://www.visitsaltlake.com/plan-your-visit/trip-ideas-itineraries/downtown-salt-lake/","",""
"https://www.visitsaltlake.com/plan-your-visit/trip-ideas-itineraries/salt-lake-and-beyond/","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://www.visitsaltlake.com/plan-your-visit/trip-ideas-itineraries/salt-lake-and-beyond/","",""
"https://www.visitsaltlake.com/midvalley/holladay-murray/","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://www.visitsaltlake.com/midvalley/holladay-murray/","",""
"https://www.visitsaltlake.com/southwest-valley/bars/","text/html; charset=utf-8","200","OK","1.1","Indexable","","","",""
"https://www.visitsaltlake.com/includes/public/managed/v_d47b3c8f_e260d78a/core/plugins/collections/virtuals/css/ccl/side_by_side/shared_structure.css","text/css","200","OK","1.1","Indexable","","","",""
"https://www.visitsaltlake.com/things-to-do/skiing-snowboarding/ski-resorts/alta-ski-area/lift-tickets-and-passes-for-alta/","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://www.visitsaltlake.com/things-to-do/skiing-snowboarding/ski-resorts/alta-ski-area/lift-tickets-and-passes-for-alta/","",""
"https://www.visitsaltlake.com/includes/public/managed/v_d47b3c8f_e260d78a/core/plugins/collections/virtuals/css/ccl/marquee/variants/standard.css","text/css","200","OK","1.1","Indexable","","","",""
"https://www.visitsaltlake.com/events/festivals-special-events/","text/html; charset=utf-8","200","OK","1.1","Indexable","","","",""
"https://www.visitsaltlake.com/plan-your-visit/","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://www.visitsaltlake.com/plan-your-visit/","",""
"https://www.visitsaltlake.com/things-to-do/attractions/amusement-parks-water-parks/","text/html; charset=utf-8","200","OK","1.1","Indexable","","","",""
"https://www.visitsaltlake.com/includes/public/managed/v_d47b3c8f_e260d78a/core/plugins/collections/virtuals/css/ccl/cards/shared_theme.css","text/css","200","OK","1.1","Indexable","","","",""
"https://www.visitsaltlake.com/restaurants/cuisine-types/vegan-vegetarian/","text/html; charset=utf-8","200","OK","1.1","Indexable","","","",""
"https://www.visitsaltlake.com/things-to-do/skiing-snowboarding/snow-reports-conditions/","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://www.visitsaltlake.com/things-to-do/skiing-snowboarding/snow-reports-conditions/","",""
"https://www.visitsaltlake.com/mountain-resorts/big-cottonwood/hotels-lodging/","text/html; charset=utf-8","200","OK","1.1","Indexable","","","",""
"https://www.visitsaltlake.com/includes/public/managed/v_d47b3c8f_e260d78a/core/plugins/collections/virtuals/css/ccl/marquee/shared_theme.css","text/css","200","OK","1.1","Indexable","","","",""
"https://www.visitsaltlake.com/things-to-do/outdoor-recreation/city-local-parks/","text/html; charset=utf-8","200","OK","1.1","Indexable","","","",""
"https://www.visitsaltlake.com/events/sports-outdoors/","text/html; charset=utf-8","200","OK","1.1","Indexable","","","",""
"https://www.visitsaltlake.com/events/kids-families/","text/html; charset=utf-8","200","OK","1.1","Indexable","","","",""
"https://www.visitsaltlake.com/things-to-do/tours-experiences/guided-tours-services/","text/html; charset=utf-8","200","OK","1.1","Indexable","","","",""
"https://www.visitsaltlake.com/things-to-do/shopping/","text/html; charset=utf-8","200","OK","1.1","Indexable","","","",""
"https://www.visitsaltlake.com/restaurants/romantic/","text/html; charset=utf-8","200","OK","1.1","Indexable","","","",""
"https://www.visitsaltlake.com/things-to-do/tours-experiences/uniquely-salt-lake-pass/salt-lake-discount-passes-faq/","text/html; charset=UTF-8","301","Moved Permanently","1.1","Non-Indexable","Redirected","","",""
"https://www.visitsaltlake.com/salt-lake-city/airport-fairgrounds/events/","text/html; charset=utf-8","200","OK","1.1","Indexable","","","",""
"https://www.visitsaltlake.com/things-to-do/wellness/yoga/","text/html; charset=utf-8","200","OK","1.1","Indexable","","","",""
"https://www.visitsaltlake.com/salt-lake-city/downtown/bars/","text/html; charset=utf-8","200","OK","1.1","Indexable","","","",""
"https://www.visitsaltlake.com/things-to-do/skiing-snowboarding/ski-resorts/snowbird/snowbird-trail-map/","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://www.visitsaltlake.com/things-to-do/skiing-snowboarding/ski-resorts/snowbird/snowbird-trail-map/","",""
"https://www.visitsaltlake.com/things-to-do/attractions/olympic-venues/","text/html; charset=utf-8","200","OK","1.1","Indexable","","","",""
"https://www.visitsaltlake.com/press-research/awards-rankings/","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://www.visitsaltlake.com/press-research/awards-rankings/","",""
"https://www.visitsaltlake.com/restaurants/cuisine-types/buffet/","text/html; charset=utf-8","200","OK","1.1","Indexable","","","",""
"https://www.visitsaltlake.com/includes/public/managed/v_d47b3c8f_e260d78a/core/plugins/common/virtuals/css/widget_embed.css","text/css","200","OK","1.1","Indexable","","","",""
"https://www.visitsaltlake.com/salt-lake-city/downtown/shopping/","text/html; charset=utf-8","200","OK","1.1","Indexable","","","",""
"https://www.visitsaltlake.com/includes/public/managed/v_d47b3c8f_e260d78a/core/plugins/nav/virtuals/css/shared.css","text/css","200","OK","1.1","Indexable","","","",""
"https://www.visitsaltlake.com/things-to-do/shopping/gifts-clothing-retail/","text/html; charset=utf-8","200","OK","1.1","Indexable","","","",""
"https://www.visitsaltlake.com/plan-your-visit/community-diversity/accessibility/wheelchair-accessible-businesses/","text/html; charset=utf-8","200","OK","1.1","Indexable","","","",""
"https://www.visitsaltlake.com/includes/public/managed/v_d47b3c8f_e260d78a/core/plugins/nav/virtuals/css/widget_main.css","text/css","200","OK","1.1","Indexable","","","",""
"https://www.visitsaltlake.com/mountain-resorts/big-cottonwood/","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://www.visitsaltlake.com/mountain-resorts/big-cottonwood/","",""
"https://www.visitsaltlake.com/salt-lake-city/avenues-capitol-hill/","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://www.visitsaltlake.com/salt-lake-city/avenues-capitol-hill/","",""
"https://www.visitsaltlake.com/mountain-resorts/little-cottonwood/bars/","text/html; charset=utf-8","200","OK","1.1","Indexable","","","",""
"https://www.visitsaltlake.com/includes/public/managed/v_d47b3c8f_e260d78a/core/plugins/common/virtuals/css/shared.css","text/css","200","OK","1.1","Indexable","","","",""
"https://www.visitsaltlake.com/includes/public/managed/v_d47b3c8f_e260d78a/core/plugins/collections/virtuals/css/ccl/marquee/shared_structure.css","text/css","200","OK","1.1","Indexable","","","",""
"https://www.visitsaltlake.com/plan-your-visit/trip-ideas-itineraries/must-do/","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://www.visitsaltlake.com/plan-your-visit/trip-ideas-itineraries/must-do/","",""
"https://www.visitsaltlake.com/includes/public/assets/shared/icons/__experience_marketplace.svg","image/svg+xml","200","OK","1.1","Indexable","","","",""
